,id,english_name,country,lat,lon,quality,length,time,date,sample_rate,remarks,sex,animal_seen,temp,label
232,354339,Great Tit,France,48.7701,6.3331,B,0:19,10:00,2017-02-04,44100,typical,,yes,,alarm_call
233,353997,Great Tit,Poland,53.4585,14.5392,B,0:19,09:30,2017-01-13,44100,typical,,yes,,alarm_call
234,351122,Great Tit,France,44.0604,1.9513,B,0:19,11:50,2016-10-09,44100,typical,,yes,,alarm_call
235,351121,Great Tit,France,44.0604,1.9513,B,0:25,11:50,2016-10-09,44100,typical,,yes,,alarm_call
236,350638,Great Tit,France,48.7219,6.2026,B,0:24,09:00,2017-01-15,44100,typical,,yes,,alarm_call
237,350637,Great Tit,France,48.7219,6.2026,B,0:22,09:00,2017-01-15,44100,typical,,yes,,alarm_call
238,350325,Great Tit,France,48.483,5.7371,B,0:17,10:00,2017-01-14,44100,typical,,yes,,alarm_call
239,348075,Great Tit,Finland,62.2146,25.7845,B,0:04,06:30,2007-04-09,44100,typical,,yes,,alarm_call
240,345543,Great Tit,Germany,49.0069,8.9124,B,0:15,15:00,2016-12-03,44100,intruder/cat/human/dog,,yes,,alarm_call
241,337339,Great Tit,Poland,51.9359,21.3728,B,0:15,09:00,2016-09-27,44100,typical,,yes,,alarm_call
242,333637,Great Tit,Spain,40.7896,-4.006,B,0:12,10:15,2016-08-15,44100,mimicry,,yes,,alarm_call
243,327773,Great Tit,France,43.7531,6.8637,B,0:17,12:00,2016-05-28,44100,typical,,yes,,alarm_call
244,324768,Great Tit,Norway,63.668,12.1124,B,0:37,13:00,2015-10-13,48000,typical,,yes,,alarm_call
245,310655,Great Tit,France,44.2519,3.8608,B,0:23,10:44,2016-03-24,44100,typical,,yes,,alarm_call
246,310228,Great Tit,Tunisia,36.5251,8.337,B,0:59,11:30,2016-02-23,44100,typical,female,yes,,alarm_call
247,310226,Great Tit,Tunisia,36.5251,8.337,B,0:34,11:30,2016-02-23,44100,typical,female,yes,,alarm_call
248,308857,Great Tit,Finland,60.6991,27.0954,B,0:52,06:56,2016-03-26,48000,typical,,yes,,alarm_call
249,304887,Great Tit,Finland,60.1116,24.4715,B,0:27,15:56,2016-02-27,48000,typical,,yes,,alarm_call
250,303512,Great Tit,Germany,48.3062,10.9337,B,0:47,10:00,2016-02-14,48000,forest/trees,,unknown,,alarm_call
251,301062,Great Tit,France,43.2553,5.6431,B,0:02,13:45,2016-01-23,44100,intruder/cat/human/dog,,no,,alarm_call
252,289134,Great Tit,Austria,47.1873,14.7602,B,0:04,15:00,2015-11-07,44100,typical,,yes,,alarm_call
253,288410,Great Tit,Spain,37.3576,-5.9336,B,0:44,?,2015-10-30,44100,urban,,yes,,alarm_call
254,286777,Great Tit,Spain,37.1425,-6.5452,B,0:14,?,2015-10-02,44100,typical,,yes,,alarm_call
255,281643,Great Tit,Belgium,50.949,3.719,B,0:21,08:15,2007-04-22,44100,typical,,unknown,,alarm_call
256,277837,Great Tit,Finland,60.1236,24.4772,B,0:43,?,2013-02-00,44100,typical,,yes,,alarm_call
257,268098,Great Tit,Finland,60.1272,24.4677,B,0:51,10:56,2014-03-26,44100,typical,,yes,,alarm_call
258,253618,Great Tit,France,44.9672,5.1739,B,0:26,09:30,2015-06-21,44100,typical,,yes,,alarm_call
259,247553,Great Tit,Switzerland,46.9338,7.4967,B,0:11,10:00,2015-06-02,48000,typical,,yes,,alarm_call
260,239610,Great Tit,Spain,37.2775,-4.8975,B,0:38,?,2015-01-10,44100,eating,,yes,,alarm_call
261,239604,Great Tit,Spain,37.2775,-4.8975,B,0:16,?,2015-01-10,44100,eating,,yes,,alarm_call
262,239603,Great Tit,Spain,37.2775,-4.8975,B,0:10,?,2015-01-10,44100,eating,,yes,,alarm_call
263,239601,Great Tit,Spain,37.2775,-4.8975,B,0:19,?,2015-01-10,44100,eating,,yes,,alarm_call
264,232828,Great Tit,Russian Federation,56.092,47.2613,B,0:16,11:00,2015-03-05,44100,typical,,yes,,alarm_call
265,215451,Great Tit,Estonia,57.9224,22.0615,B,0:33,17:30,2015-02-28,48000,typical,,yes,,alarm_call
266,214308,Great Tit,Sweden,60.588,15.6008,B,0:15,05:00,1978-06-21,44100,typical,,unknown,,alarm_call
267,214283,Great Tit,Sweden,60.5643,15.5493,B,0:37,07:05,2014-05-17,44100,typical,,yes,,alarm_call
268,213553,Great Tit,Germany,53.5455,8.0987,B,0:25,16:48,2015-02-12,44100,grp,,yes,,alarm_call
269,211401,Great Tit,Germany,49.0055,9.1275,B,0:26,?,2015-01-20,44100,typical,,no,,alarm_call
270,208302,Great Tit,France,47.3475,0.6117,B,0:16,10:00,2014-12-28,44100,typical,,yes,,alarm_call
271,207167,Great Tit,Finland,60.6991,27.0954,B,0:58,09:51,2014-02-17,44100,typical,,yes,,alarm_call
272,205113,Great Tit,Russian Federation,56.092,47.2613,B,0:25,10:00,2014-11-22,44100,typical,,yes,,alarm_call
273,204801,Great Tit,Germany,49.0112,9.1533,B,0:12,?,2014-11-23,44100,typical,,no,,alarm_call
274,204735,Great Tit,Germany,49.0369,8.9551,B,0:38,?,2014-11-22,44100,intruder/cat/human/dog,,yes,,alarm_call
275,201520,Great Tit,Russian Federation,56.0953,47.3042,B,0:40,09:30,2014-09-21,44100,typical,male,yes,,alarm_call
276,189560,Great Tit,Russian Federation,56.1211,47.5042,B,0:57,07:00,2014-08-02,44100,typical,,yes,,alarm_call
277,183201,Great Tit,Kazakhstan,44.4449,66.2821,B,0:46,07:00,2014-05-02,44100,typical,male,yes,,alarm_call
278,178862,Great Tit,Poland,52.272,16.797,B,0:19,08:00,2014-05-20,44100,typical,,yes,,alarm_call
279,171376,Great Tit,Russian Federation,56.1545,47.2399,B,0:39,10:30,2014-03-27,48000,typical,male,yes,,alarm_call
280,169962,Great Tit,Germany,47.6376,9.5662,B,0:56,18:00,2014-03-15,44100,typical,,yes,,alarm_call
281,169583,Great Tit,Russian Federation,56.0953,47.3042,B,0:09,10:00,2014-03-10,48000,predator,,yes,,alarm_call
282,169067,Great Tit,Poland,53.1344,20.3134,B,0:16,09:30,2014-03-06,48000,forest/trees,male,yes,,alarm_call
283,168423,Great Tit,Poland,53.1348,20.3214,B,0:21,11:30,2014-02-25,48000,forest/trees,male,yes,,alarm_call
284,168418,Great Tit,Poland,53.1687,20.2543,B,0:27,09:00,2014-02-23,48000,forest/trees,male,yes,,alarm_call
285,165075,Great Tit,Russian Federation,56.1283,47.4026,B,0:53,13:30,2014-01-10,48000,typical,,yes,,alarm_call
286,162222,Great Tit,France,48.8275,2.4127,B,0:30,11:00,2014-01-01,48000,typical,female,yes,,alarm_call
287,152593,Great Tit,France,44.4087,-1.1749,B,0:56,11:30,2013-10-24,44100,typical,,yes,,alarm_call
288,143529,Great Tit,Poland,53.1855,20.1105,B,0:17,11:30,2013-06-01,48000,forest/trees,female,yes,,alarm_call
289,139788,Great Tit,France,46.2268,5.9515,B,0:28,09:00,2013-06-21,44100,excitement,,yes,,alarm_call
290,132625,Great Tit,Poland,52.749,16.7669,B,0:09,08:30,2013-05-02,48000,typical,,yes,,alarm_call
291,131258,Great Tit,France,46.3995,6.7051,B,0:39,?,2013-04-23,48000,typical,,yes,,alarm_call
292,129332,Great Tit,France,46.331,6.428,B,0:29,?,2013-04-13,48000,typical,,yes,,alarm_call
293,129331,Great Tit,France,46.331,6.428,B,0:29,?,2013-04-13,48000,typical,,yes,,alarm_call
294,127265,Great Tit,Poland,52.431,16.875,B,0:06,07:00,2013-03-04,48000,typical,,unknown,,alarm_call
295,126938,Great Tit,Russian Federation,56.0874,47.2618,B,0:25,10:00,2013-03-23,44100,typical,male,yes,,alarm_call
296,123080,Great Tit,Poland,52.431,16.875,B,0:19,08:00,2013-02-28,48000,typical,,yes,,alarm_call
297,121041,Great Tit,Germany,48.3104,10.9329,B,0:36,09:30,2013-02-03,48000,forest/trees,,yes,,alarm_call
298,121039,Great Tit,Germany,48.3104,10.9329,B,0:56,09:00,2013-02-03,48000,forest/trees,,unknown,,alarm_call
299,121035,Great Tit,Germany,48.3104,10.9329,B,0:41,09:00,2013-02-03,48000,forest/trees,,yes,,alarm_call
300,121032,Great Tit,Germany,48.3337,10.9302,B,0:12,08:30,2013-02-03,48000,forest/trees,,unknown,,alarm_call
301,120991,Great Tit,United Kingdom,49.9223,-6.2918,B,0:46,14:07,2013-02-03,44100,intruder/cat/human/dog,,yes,,alarm_call
302,120975,Great Tit,United Kingdom,49.9223,-6.2918,B,0:29,15:13,2013-02-03,48000,intruder/cat/human/dog,,yes,,alarm_call
303,118376,Great Tit,Germany,48.3159,10.9362,B,0:31,09:00,2013-01-14,48000,typical,,no,,alarm_call
304,117166,Great Tit,Germany,48.3212,10.9384,B,0:21,09:00,2013-01-07,48000,forest/trees,,no,,alarm_call
305,117017,Great Tit,Germany,48.3126,10.9312,B,0:43,10:30,2013-01-07,48000,forest/trees,,unknown,,alarm_call
306,109532,Great Tit,Germany,48.2976,10.937,B,0:19,08:00 h,2012-09-08,48000,typical,,unknown,,alarm_call
307,87691,Great Tit,Germany,54.152,9.225,B,0:33,14.09,2011-09-25,44100,typical,,unknown,,alarm_call
308,78967,Great Tit,France,45.2426,5.7512,B,0:36,17:00,2011-05-28,44100,typical,,unknown,,alarm_call
309,78161,Great Tit,France,43.022,1.9678,B,0:23,5:00pm,2011-05-10,44100,intruder/cat/human/dog,,yes,,alarm_call
310,56233,Great Tit,France,42.95,-0.045,B,0:13,6:10 PM,2010-06-17,44100,typical,,unknown,,alarm_call
311,48258,Great Tit,Germany,49.201,10.583,B,0:34,14:00,2010-04-21,44100,predator,,unknown,,alarm_call
312,1083681,Great Tit,Czech Republic,50.2157,17.0877,C,0:10,17:30,2026-02-25,44100,typical,male,yes,,alarm_call
313,1080687,Great Tit,Spain,41.3178,0.8689,C,0:15,12:36,2026-02-15,44100,typical,male,yes,,alarm_call
314,1077956,Great Tit,France,47.8931,1.9992,C,0:40,12:30,2026-02-06,48000,typical,male,yes,,alarm_call
315,1073965,Great Tit,France,48.8823,2.4245,C,0:41,09:00,2026-01-18,48000,typical,male,yes,,alarm_call
316,1072369,Great Tit,Spain,37.0112,-2.2847,C,0:40,13:45,2026-01-02,48000,typical,,yes,,alarm_call
317,1070929,Great Tit,Germany,50.1665,8.6684,C,0:20,13:00,2025-12-23,44100,urban,,yes,,alarm_call
318,984608,Great Tit,Finland,61.737,25.8839,C,0:45,10:20,2025-04-01,44100,typical,,yes,,alarm_call
319,983083,Great Tit,Netherlands,52.9652,6.1591,C,0:15,10:00,2025-03-26,48000,excitement,,yes,,alarm_call
320,974063,Great Tit,Poland,53.4816,22.6536,C,0:31,16:30,2025-02-12,44100,typical,,yes,,alarm_call
321,964956,Great Tit,United Kingdom,52.359,-2.2633,C,0:32,08:30,2025-01-26,44100,typical,male,yes,,alarm_call
322,954061,Great Tit,Austria,47.7699,16.7535,C,0:04,09:26,2024-08-11,24000,typical,,no,,alarm_call
323,937673,Great Tit,Russian Federation,43.3517,43.6436,C,0:35,05:00,2024-09-18,44100,typical,,yes,,alarm_call
324,937671,Great Tit,Russian Federation,43.3517,43.6436,C,0:10,05:00,2024-09-18,44100,typical,,yes,,alarm_call
325,932903,Great Tit,Germany,50.1665,8.6684,C,0:23,11:57,2024-09-09,44100,typical,,no,,alarm_call
326,922189,Great Tit,Germany,50.1665,8.6684,C,0:30,06:05,2016-03-26,44100,urban,,no,,alarm_call
327,910504,Great Tit,Belgium,50.7817,5.6945,C,0:04,09:30,2024-02-09,44100,typical,,yes,,alarm_call
328,892343,Great Tit,Poland,50.0227,20.2339,C,0:09,15:30,2024-03-31,48000,typical,,yes,,alarm_call
329,892277,Great Tit,Poland,50.0227,20.2339,C,0:22,09:00,2024-03-31,48000,typical,,yes,,alarm_call
330,884841,Great Tit,United Kingdom,51.721,-0.145,C,0:49,09:50,2024-03-16,48000,typical,,yes,,alarm_call
331,880664,Great Tit,France,44.0485,1.947,C,0:58,11:50,2024-03-10,48000,typical,,no,,alarm_call
332,878102,Great Tit,France,47.8941,2.0837,C,0:15,13:00,2024-02-27,48000,typical,male,yes,,alarm_call
333,877870,Great Tit,Sweden,59.9674,17.9371,C,0:08,14:00,2024-02-26,44100,typical,,no,,alarm_call
334,877457,Great Tit,Russian Federation,56.7492,37.1845,C,0:33,10:04,2024-02-19,48000,typical,male,yes,,alarm_call
335,876227,Great Tit,France,47.8623,2.0383,C,0:24,13:00,2024-02-20,48000,excitement,male,yes,,alarm_call
336,872823,Great Tit,Italy,45.5612,8.1807,C,0:13,14:30,2024-02-14,48000,typical,male,yes,,alarm_call
337,872463,Great Tit,Poland,52.2665,20.6801,C,0:47,11:00,2024-01-24,44100,grp,female,yes,,alarm_call
338,864583,Great Tit,Sweden,58.858,17.3255,C,0:39,05:45,2023-04-07,44100,typical,,no,,alarm_call
339,863046,Great Tit,France,44.048,1.7844,C,0:53,10:20,2024-01-21,48000,typical,,yes,,alarm_call
340,854840,Great Tit,Portugal,39.0465,-7.8148,C,0:27,08:30,2023-12-11,44100,intruder/cat/human/dog,,yes,,alarm_call
341,842023,Great Tit,Spain,42.9457,-6.1708,C,0:13,09:00,2023-11-12,44100,typical,,yes,,alarm_call
342,840383,Great Tit,France,42.7368,2.4467,C,0:26,14:35,2023-11-04,96000,typical,,yes,,alarm_call
343,839820,Great Tit,United Kingdom,50.6057,-1.183,C,0:39,08:00,2023-09-11,48000,typical,,yes,,alarm_call
344,833265,Great Tit,Portugal,41.4914,-7.7215,C,0:10,08:30,2023-10-03,44100,intruder/cat/human/dog,,yes,,alarm_call
345,832685,Great Tit,Ukraine,48.4298,23.1519,C,0:12,16:15,2023-05-06,48000,typical,,yes,,alarm_call
346,826350,Great Tit,Germany,52.6222,13.3655,C,0:31,07:45,2023-04-06,44100,typical,,yes,,alarm_call
347,823505,Great Tit,Italy,42.7566,11.8516,C,0:43,10:00,2023-08-16,44100,typical,,yes,,alarm_call
348,803689,Great Tit,Italy,39.3511,16.6605,C,0:30,12:11,2023-03-16,48000,typical,,no,,alarm_call
349,803240,Great Tit,Ukraine,48.1966,22.7599,C,0:41,18:35,2023-04-26,48000,typical,,yes,,alarm_call
350,793625,Great Tit,France,42.8703,2.0573,C,0:39,19:20,2023-04-09,48000,typical,,yes,,alarm_call
351,790608,Great Tit,France,43.1856,2.3767,C,0:10,19:00,2023-04-03,48000,typical,,no,,alarm_call
352,784077,Great Tit,France,44.0538,1.7715,C,0:47,14:10,2023-03-05,48000,typical,male,yes,,alarm_call
353,784066,Great Tit,France,44.046,1.7685,C,0:59,12:50,2023-03-05,48000,typical,,yes,,alarm_call
354,784064,Great Tit,France,44.046,1.7685,C,0:52,12:50,2023-03-05,48000,typical,,yes,,alarm_call
355,782865,Great Tit,France,44.0499,1.948,C,0:58,11:30,2023-02-25,48000,typical,,yes,,alarm_call
356,782703,Great Tit,United Kingdom,52.4105,-2.3414,C,0:31,07:30,2023-02-25,44100,typical,male,yes,,alarm_call
357,779828,Great Tit,France,44.08,1.9143,C,0:25,16:55,2023-02-11,48000,typical,male,yes,,alarm_call
358,778746,Great Tit,Spain,42.8373,-8.652,C,0:27,16:30,2023-02-02,44100,typical,male,yes,,alarm_call
359,772986,Great Tit,France,44.0632,1.9509,C,0:45,13:00,2023-01-03,44100,typical,,no,,alarm_call
360,772617,Great Tit,Netherlands,51.4279,5.4685,C,0:36,09:40,2022-12-24,44100,typical,male,yes,,alarm_call
361,772369,Great Tit,Poland,50.4243,16.2695,C,0:05,15:30,2022-12-21,48000,predator,,yes,,alarm_call
362,770486,Great Tit,France,42.7711,0.6269,C,0:16,09:45,2022-12-18,48000,typical,,yes,,alarm_call
363,757464,Great Tit,Germany,48.2741,10.8188,C,0:07,?,2022-10-18,44100,typical,,unknown,,alarm_call
364,755970,Great Tit,Portugal,41.8074,-8.8626,C,0:35,18:37,2022-10-14,44100,typical,male,yes,,alarm_call
365,747760,Great Tit,Spain,42.8373,-8.652,C,0:43,09:30,2022-09-11,44100,typical,,yes,,alarm_call
366,745696,Great Tit,Iran,37.0451,59.4275,C,0:41,11:30,2022-05-04,48000,typical,,yes,,alarm_call
367,745498,Great Tit,Iran,37.4046,56.7701,C,0:21,14:20,2022-04-30,48000,typical,,yes,,alarm_call
368,741955,Great Tit,Iran,36.5545,52.1278,C,0:37,09:00,2022-04-21,48000,typical,,yes,,alarm_call
369,729679,Great Tit,France,48.0599,2.2307,C,0:11,18:00,2022-05-27,44100,typical,,yes,,alarm_call
370,713150,Great Tit,Portugal,37.1538,-7.6735,C,0:33,19:50,2022-03-28,48000,typical,,yes,,alarm_call
371,704673,Great Tit,Slovakia,48.2233,16.9608,C,0:30,10:45,2022-02-27,48000,forest/trees,,yes,,alarm_call
372,702730,Great Tit,France,47.4739,4.4437,C,0:23,15:50,2022-01-24,48000,typical,male,yes,,alarm_call
373,701906,Great Tit,Spain,40.9471,0.3921,C,0:18,10:00,2022-02-12,48000,typical,,yes,,alarm_call
374,700616,Great Tit,France,44.0632,1.9509,C,0:24,13:05,2022-02-05,48000,typical,,yes,,alarm_call
375,699604,Great Tit,France,44.0632,1.9509,C,0:10,12:20,2022-01-30,48000,typical,,no,,alarm_call
376,698819,Great Tit,Spain,42.7235,-8.6731,C,0:40,12:00,2022-01-25,44100,typical,female,yes,,alarm_call
377,691970,Great Tit,Austria,47.2114,9.6978,C,0:36,13:00,2021-12-17,44100,typical,,no,,alarm_call
378,688597,Great Tit,Spain,42.7577,-9.0884,C,0:32,12:00,2021-11-21,44100,typical,male,yes,,alarm_call
379,688594,Great Tit,Germany,49.4292,8.6563,C,0:11,10:48,2021-11-22,44100,typical,,yes,,alarm_call
380,665979,Great Tit,France,42.4378,8.9433,C,0:10,12:00,2021-06-25,44100,typical,,yes,,alarm_call
381,663278,Great Tit,France,44.0635,1.9515,C,0:26,08:25,2021-04-21,48000,predator,,no,,alarm_call
382,662300,Great Tit,Austria,47.214,9.6906,C,0:21,08:15,2021-07-10,44100,typical,,unknown,,alarm_call
383,647041,Great Tit,Spain,42.8373,-8.652,C,0:48,16:30,2021-05-10,44100,typical,male,yes,,alarm_call
384,630170,Great Tit,Poland,49.5347,20.2597,C,0:09,06:30,2020-07-18,44100,typical,male,yes,,alarm_call
385,629610,Great Tit,Poland,49.8675,19.2179,C,0:21,13:48,2021-03-07,24000,mimicry,male,yes,,alarm_call
386,626137,Great Tit,France,44.1031,3.5412,C,0:41,15:39,2021-02-09,48000,typical,,yes,,alarm_call
387,625815,Great Tit,Turkey,36.741,35.6243,C,0:24,10:00,2020-12-27,44100,typical,,yes,,alarm_call
388,625814,Great Tit,Turkey,36.741,35.6243,C,0:51,10:00,2020-12-27,44100,typical,,yes,,alarm_call
389,625696,Great Tit,France,41.7904,9.2259,C,0:51,11:00,2021-03-02,48000,typical,,yes,,alarm_call
390,623597,Great Tit,Austria,47.2068,9.7196,C,0:04,08:45,2021-02-21,48000,typical,,yes,,alarm_call
391,623545,Great Tit,Austria,47.2114,9.6978,C,0:26,17:40,2021-02-22,44100,typical,,no,,alarm_call
392,622394,Great Tit,Poland,50.1329,18.957,C,0:39,10:12,2021-02-18,48000,forest/trees,,yes,,alarm_call
393,622089,Great Tit,Spain,42.8373,-8.652,C,0:45,10:00,2021-02-17,44100,intruder/cat/human/dog,male,yes,,alarm_call
394,621970,Great Tit,Poland,52.0438,21.6969,C,0:20,12:30,2020-12-25,48000,typical,,unknown,,alarm_call
395,617532,Great Tit,United Kingdom,50.5935,-1.2105,C,0:35,13:00,2021-01-25,44100,typical,,yes,,alarm_call
396,615640,Great Tit,France,42.828,2.2919,C,0:45,12:10,2021-01-16,44100,typical,,yes,,alarm_call
397,615636,Great Tit,France,42.828,2.2919,C,0:06,10:35,2021-01-16,44100,typical,,yes,,alarm_call
398,609951,Great Tit,Turkey,37.441,34.9357,C,0:58,16:40,2020-12-16,44100,typical,,no,,alarm_call
399,608903,Great Tit,Turkey,36.741,35.6243,C,0:26,08:30,2020-12-14,44100,typical,,yes,,alarm_call
400,597926,Great Tit,Iran,36.4247,54.9523,C,0:46,16:30,2020-10-25,44100,typical,male,yes,,alarm_call
401,583062,Great Tit,Netherlands,51.5121,4.4359,C,0:19,06:59,2020-08-16,44100,typical,,no,,alarm_call
402,561001,Great Tit,Spain,40.7374,-3.7979,C,0:58,9:12,2020-05-07,44100,forest/trees,,no,,alarm_call
403,551801,Great Tit,France,49.1221,-1.1102,C,0:15,09:00,2020-04-28,44100,typical,,unknown,,alarm_call
404,548678,Great Tit,Switzerland,47.7284,8.538,C,0:13,08:00,2020-04-19,44100,typical,,yes,,alarm_call
405,538260,Great Tit,Netherlands,51.4213,5.4732,C,0:08,10:08,2020-03-14,44100,typical,,yes,,alarm_call
406,538249,Great Tit,Netherlands,51.4213,5.4732,C,0:12,11:29,2020-03-12,44100,typical,male,yes,,alarm_call
407,533324,Great Tit,France,42.8855,2.8523,C,0:48,08:30,2020-03-05,48000,typical,male,yes,,alarm_call
408,531168,Great Tit,France,46.5211,0.2133,C,0:15,16:45,2020-03-01,48000,typical,,unknown,,alarm_call
409,527490,Great Tit,France,42.828,2.2919,C,0:16,16:30,2020-02-01,44100,mimicry,,yes,,alarm_call
410,524216,Great Tit,Poland,51.2545,22.5384,C,0:26,11:00,2019-09-09,44100,typical,,yes,,alarm_call
411,503825,Great Tit,Portugal,41.5693,-8.4042,C,0:07,10:24,2019-10-22,44100,typical,,yes,,alarm_call
412,466502,Great Tit,Estonia,59.1148,25.4873,C,0:16,18:30,2019-04-05,48000,typical,,yes,,alarm_call
413,462494,Great Tit,Poland,50.1536,18.9993,C,0:31,07:00,2019-03-21,44100,typical,,yes,,alarm_call
414,459739,Great Tit,Portugal,37.1817,-7.5828,C,0:55,18:08,2019-02-15,48000,typical,,no,,alarm_call
415,459738,Great Tit,Portugal,37.1817,-7.5828,C,0:27,18:07,2019-02-15,48000,typical,,yes,,alarm_call
416,457169,Great Tit,Portugal,37.1905,-7.5749,C,0:55,18:08,2019-02-15,48000,typical,,no,,alarm_call
417,386378,Great Tit,Estonia,58.7858,22.8184,C,0:27,07:00,2017-09-10,44100,typical,,yes,,alarm_call
418,386376,Great Tit,Estonia,58.7858,22.8184,C,0:15,07:00,2017-09-10,44100,typical,,yes,,alarm_call
419,372282,Great Tit,Spain,41.5343,1.8531,C,0:23,11:00,2017-05-20,44100,typical,,yes,,alarm_call
420,361788,Great Tit,Netherlands,51.94,5.9038,C,0:27,06:47,2017-03-13,44100,typical,,no,,alarm_call
421,359042,Great Tit,Norway,69.6127,18.48,C,0:13,13:30,2017-03-12,48000,typical,male,no,,alarm_call
422,357861,Great Tit,Germany,49.014,9.0217,C,0:20,16:35,2017-03-03,44100,forest/trees,male,yes,,alarm_call
423,354677,Great Tit,Germany,49.0104,9.0351,C,0:27,?,2017-01-24,44100,typical,male,yes,,alarm_call
424,327771,Great Tit,France,43.7426,6.8639,C,0:19,11:35,2016-05-28,44100,typical,,yes,,alarm_call
425,326587,Great Tit,United Kingdom,54.12,-0.5445,C,0:42,05:22,2016-04-01,48000,predator,,yes,,alarm_call
426,310242,Great Tit,Tunisia,36.5211,8.328,C,0:36,17:45,2016-02-23,44100,typical,,yes,,alarm_call
427,302119,Great Tit,Germany,48.3062,10.9337,C,0:11,15:00,2016-01-20,48000,typical,,no,,alarm_call
428,302043,Great Tit,Germany,48.3062,10.9337,C,0:02,16:30,2016-01-16,48000,typical,,no,,alarm_call
429,287574,Great Tit,Finland,60.6991,27.0954,C,0:24,09:16,2015-10-24,44100,typical,,yes,,alarm_call
430,287261,Great Tit,Germany,54.183,7.888,C,0:07,08:30,2015-09-07,44100,predator,,yes,,alarm_call
431,286772,Great Tit,Spain,37.1242,-6.4966,C,0:25,?,2015-10-02,44100,typical,,yes,,alarm_call
432,278445,Great Tit,Spain,37.7151,-6.2141,C,0:17,?,2015-05-27,44100,typical,,yes,,alarm_call
433,278444,Great Tit,Spain,37.7151,-6.2141,C,0:23,?,2015-05-27,44100,typical,,yes,,alarm_call
434,276956,Great Tit,Finland,61.4272,26.4194,C,0:31,07:06,2015-08-30,44100,typical,,yes,,alarm_call
435,247969,Great Tit,Spain,37.3576,-5.9336,C,0:23,?,2015-02-16,44100,typical,,yes,,alarm_call
436,239612,Great Tit,Spain,37.2775,-4.8975,C,0:19,?,2015-01-10,44100,eating,,yes,,alarm_call
437,239611,Great Tit,Spain,37.2775,-4.8975,C,0:13,?,2015-01-10,44100,eating,,yes,,alarm_call
438,239607,Great Tit,Spain,37.2775,-4.8975,C,0:38,?,2015-01-10,44100,eating,,yes,,alarm_call
439,239606,Great Tit,Spain,37.2775,-4.8975,C,0:27,?,2015-01-10,44100,eating,,yes,,alarm_call
440,239605,Great Tit,Spain,37.2775,-4.8975,C,0:15,?,2015-01-10,44100,eating,,yes,,alarm_call
441,239600,Great Tit,Spain,37.2775,-4.8975,C,0:07,?,2015-01-10,44100,eating,,yes,,alarm_call
442,235132,Great Tit,France,43.9462,7.525,C,0:47,12:00,2015-04-05,44100,typical,,yes,,alarm_call
443,219337,Great Tit,Estonia,58.4161,26.6122,C,0:07,08:30,2015-03-21,48000,typical,,yes,,alarm_call
444,208078,Great Tit,France,47.3431,0.6214,C,0:17,10:00,2014-12-25,44100,typical,,no,,alarm_call
445,206837,Great Tit,Spain,41.2806,1.9732,C,0:44,11:30,2014-12-14,44100,typical,,yes,,alarm_call
446,201605,Great Tit,Italy,45.4876,8.1263,C,0:02,07:30,2014-03-12,44100,typical,,no,,alarm_call
447,196909,Great Tit,Germany,48.3447,10.9154,C,0:39,?,2014-09-23,48000,typical,,no,,alarm_call
448,193516,Great Tit,Georgia,43.1905,40.385,C,0:17,11:00,2014-08-24,44100,typical,,yes,,alarm_call
449,190675,Great Tit,Germany,52.6272,13.3078,C,0:55,8:50,2014-04-01,44100,mimicry,,yes,,alarm_call
450,189458,Great Tit,Germany,48.3256,10.9395,C,0:32,09:00,2014-08-02,48000,typical,,no,,alarm_call
451,189457,Great Tit,Germany,48.3256,10.9395,C,0:12,09:00,2014-08-02,48000,typical,,no,,alarm_call
452,183385,Great Tit,Lithuania,54.7729,25.3378,C,0:12,15:47,2014-06-15,44100,forest/trees,,yes,,alarm_call
453,183076,Great Tit,Kazakhstan,44.4449,66.2821,C,0:22,18:30,2014-05-01,44100,typical,,yes,,alarm_call
454,154475,Great Tit,Poland,53.1545,20.2648,C,0:37,10:00,2013-11-14,48000,forest/trees,,yes,,alarm_call
455,147770,Great Tit,Russian Federation,56.1035,47.5709,C,0:47,06:30,2013-09-14,48000,typical,,yes,,alarm_call
456,129255,Great Tit,Netherlands,52.0775,4.3249,C,0:32,05:25,2013-04-12,44100,typical,male,yes,,alarm_call
457,128659,Great Tit,Russian Federation,56.1318,47.3703,C,0:32,08:30,2013-04-06,44100,typical,male,yes,,alarm_call
458,126965,Great Tit,Russian Federation,56.0874,47.2652,C,0:40,10:30,2013-03-23,44100,typical,male,yes,,alarm_call
459,126958,Great Tit,Russian Federation,56.0874,47.2618,C,0:30,10:30,2013-03-23,44100,typical,male,yes,,alarm_call
460,121008,Great Tit,Poland,52.443,21.094,C,0:39,11:17,2012-02-18,44100,typical,,yes,,alarm_call
461,1076076,Great Tit,Germany,52.6408,13.2956,D,0:20,08:30,2025-05-24,48000,excitement,,yes,,alarm_call
462,1070611,Great Tit,Germany,51.4252,7.3074,D,0:24,08:48,2025-12-21,44100,mimicry,,yes,,alarm_call
463,937661,Great Tit,Russian Federation,43.3517,43.6436,D,0:10,05:00,2024-09-18,44100,typical,,yes,,alarm_call
464,937660,Great Tit,Russian Federation,43.3517,43.6436,D,0:56,05:00,2024-09-18,44100,typical,,yes,,alarm_call
